,Name,ICAO,Callsign,Country,Active
3397,March Helicopters,MAR,MARCH,United Kingdom,N
3398,Marcopolo Airways,MCP,MARCOPOLO,Afghanistan,N
3399,Marghi Air,MGI,MARGHI,Nigeria,N
3400,Markair,MRK,MARKAIR,United States,N
3401,Markoss Aviation,MKO,GOSHAWK,United Kingdom,N
3402,Mars RK,MRW,AVIAMARS,Ukraine,N
3403,Marshall Aerospace,MCE,MARSHALL,United Kingdom,N
3404,Marsland Aviation,MSL,MARSLANDAIR,Sudan,N
3405,Martin Aviation Services,XMA,,United States,N
3406,Martin-Baker,MBE,MARTIN,United Kingdom,N
3407,Martinair,MPH,MARTINAIR,Netherlands,Y
3408,Martinaire,MRA,MARTEX,United States,N
3409,Martyn Fiddler Associates,MFA,SEAHORSE,United Kingdom,N
3410,Marvin Limited,MVN,MARVIN,United Kingdom,N
3411,Maryland State Police,TRP,TROOPER,United States,N
3412,Massachusetts Institute of Technology,MTH,RESEARCH,United States,N
3413,Massey University School of Aviation,MSY,MASSEY,New Zealand,N
3414,Master Airways,MSW,MASTER AIRWAYS,Serbia,N
3415,Master Planner,MPL,,United States,N
3416,Masterjet,LMJ,MASTERJET,Portugal,N
3417,Mastertop Linhas Aereas,,,Brazil,N
3418,Mauria,MIA,MAURIA,Mauritania,N
3419,Mauritanienne Aerienne Et Navale,MNV,NAVALE,Mauritania,N
3420,Mauritanienne Air Fret,MRF,MAUR-FRET,Mauritania,N
3421,Mauritanienne Airways,MWY,MAURITANIENNE,Mauritania,N
3422,Mauritanienne De Transport Aerien,MDE,MAURI-TRANS,Mauritania,N
3423,Maverick Airways,MVR,MAV-AIR,United States,N
3424,Mavial Magadan Airlines,MVL,Mavial,Russia,N
3425,Max Avia,MAI,MAX AVIA,Kyrgyzstan,N
3426,Max Sea Food,MSF,MAXESA,El Salvador,N
3427,Max-Aviation,MAX,MAX AVIATION,Canada,N
3428,Maxair,MXL,MAXAIR,Sweden,Y
3429,Maximus Air Cargo,MXU,CARGO MAX,United Arab Emirates,N
3430,Maxjet Airways,MXJ,MAX-JET,United States,N
3431,Maxsus-Avia,MXS,MAXSUS-AVIA,Uzbekistan,N
3432,May Air Xpress,MXP,BEECHNUT,United States,N
3433,Maya Island Air,MYD,MYLAND,Belize,Y
3434,Mayair,MYI,MAYAIR,Mexico,N
3435,Mbach Air,MBS,MBACHI AIR,Malawi,N
3436,McAlpine Helicopters,MCH,MACLINE,United Kingdom,N
3437,McCall Aviation,MKL,MCCALL,United States,N
3438,McDonnell Douglas,DAC,DACO,United States,N
3439,McNeely Charter Services,MDS,MID-SOUTH,United States,N
3440,Med-Trans of Florida,MEK,MED-TRANS,United States,N
3441,Medavia Company,MDM,MEDAVIA,Malta,N
3442,Medical Air Rescue Services,MRZ,MARS,Zimbabwe,N
3443,Medical Aviation Services,MCL,MEDIC,United Kingdom,N
3444,Mediterranean Air Freight,MDF,MED-FREIGHT,Greece,N
3445,Mediterranean Airways,MDY,,Egypt,N
3446,Medjet International,MEJ,MEDJET,United States,N
3447,Mega,MGK,MEGLA,Kazakhstan,N
3448,Mega Linhas Aereas,MEL,MEGA AIR,Brazil,N
3449,Mekong Airlines,MKN,MEKONG AIRLINES,Cambodia,N
3450,Menajet,MNJ,MENAJET,Lebanon,N
3451,Merchant Express Aviation,MXX,MERCHANT,Nigeria,N
3452,Mercury Aircourier Service,MEC,MERCAIR,United States,N
3453,Meridian,POV,AIR POLTAVA,Ukraine,N
3454,Meridian Air Cargo,MRD,MERIDIAN,United States,N
3455,Meridian Airlines,MHL,HASSIMAIR,Nigeria,N
3456,Meridian Aviation,DSL,DIESEL,United Kingdom,N
3457,Meridian Limited,MEM,MERIDIAN CHERRY,Ukraine,N
3458,Meridiana,ISS,MERAIR,Italy,Y
3459,Merlin Airways,MEI,AVALON,United States,N
3460,Merpati Nusantara Airlines,MNA,MERPATI,Indonesia,Y
3461,Mesa Airlines,ASH,AIR SHUTTLE,United States,Y
3462,Mesaba Airlines,MES,MESABA,United States,Y
3463,Meta Linhas A,MSQ,META,Brazil,N
3464,Meteorological Research Flight,MET,METMAN,United Kingdom,N
3465,Methow Aviation,MER,METHOW,United States,N
3466,Metro Business Aviation,MVI,,United Kingdom,N
3467,Metro Express,MEX,EAGLE EXPRESS,United States,N
3468,Metroflight,MTR,METRO,United States,N
3469,Metrojet,MTJ,METROJET,Hong Kong SAR of China,N
3470,Metropix UK,PIX,METROPIX,United Kingdom,N
3471,Metroplis,MPS,METRO REGIONAL,Netherlands,N
3472,Mex Blue,MXB,MEX BLUE,Mexico,N
3473,Mex-Jet,MJT,MEJETS,Mexico,N
3474,Mexicana de Aviaci,MXA,MEXICANA,Mexico,Y
3475,Mexico Transportes Aereos,MXT,TRANSMEX,Mexico,N
3476,Miami Air Charter,HUR,HURRICANE CHARTER,United States,N
3477,Miami Air International,BSK,BISCAYNE,United States,N
3478,Miami Valley Aviation,OWL,NIGHT OWL,United States,N
3479,Miapet-Avia,MPT,MIAPET,Armenia,N
3480,Michelin Air Services,BIB,,France,N
3481,Micromatter Technology Solutions,WIZ,WIZARD,United Kingdom,N
3482,Mid Airlines,NYL,NILE,Sudan,N
3483,Mid-Pacific Airlines,MPA,MID PAC,United States,N
3484,Midamerica Jet,MJR,MAJOR,United States,N
3485,Middle East Airlines,MEA,CEDAR JET,Lebanon,Y
3486,Midland Airport Services,MID,,United Kingdom,N
3487,Midline Air Freight,MFR,MIDLINE FREIGHT,United States,N
3488,Midstate Airlines,MIS,MIDSTATE,United States,N
3489,Midway Airlines,MDW,MIDWAY,United States,Y
3490,Midway Express,FLA,PALM,United States,N
3491,Midwest Air Freighters,FAX,FAIRFAX,United States,N
3492,Midwest Airlines,MEP,,United States,Y
3493,Midwest Airlines (Egypt),MWA,,Egypt,Y
3494,Midwest Aviation,NIT,NIGHTTRAIN,United States,N
3495,Midwest Aviation Division,MWT,MIDWEST,United States,N
3496,Midwest Helicopters De Mexico,HTE,HELICOPTERSMEXICO,Mexico,N
3497,Millardair,MAB,MILLARDAIR,Canada,N
3498,Millen Corporation,RJM,MILLEN,United Kingdom,N
3499,Millennium Air,MLK,NIGERJET,Nigeria,N
3500,Miller Flying Services,MFS,MILLER TIME,United States,N
3501,Million Air,OXO,MILL AIR,United States,N
3502,Mimino,MIM,MIMINO,Russia,N
3503,Mina Airline Company,NAB,,Egypt,N
3504,Minair,OMR,ORMINE,Central African Republic,N
3505,Minebea Technologies,EBE,MINEBEA,United States,N
3506,Mines Air Services Zambia,MAZ,MINES,Zambia,N
3507,Miniliner,MNL,MINILINER,Italy,N
3508,Ministic Air,MNS,MINISTIC,Canada,N
3509,Ministry of Agriculture,WDG, Fisheries and Food,WATCHDOG,N
3510,Minsk Aircraft Overhaul Plant,LIR,LISLINE,Belarus,N
3511,Miramichi Air Service,MIR,MIRAMICHI,Canada,N
3512,Miras,MIF,MIRAS,Kazakhstan,N
3513,Misr Overseas Airways,MOS,,Egypt,N
3514,Mission Aviation Fellowship,MAF,MISSI,Indonesia,N
3515,Missionair,MSN,MISIONAIR,Spain,N
3516,Missions Gouvernemtales Francaises,MRN,MARIANNE,France,N
3517,Mississippi State University,BDG,BULLDOG,United States,N
3518,Mississippi Valley Airways,MVA,VALAIR,United States,N
3519,Mistral Air,MSA,AIRMERCI,Italy,N
3520,Mobil Oil,MBO,MOBIL,Canada,N
3521,Mocambique Expresso,MXE,MOZAMBIQUE EXPRESS,Mozambique,N
3522,Mofaz Air,MFZ,MOFAZ AIR,Malaysia,N
3523,Moldaeroservice,MLE,MOLDAERO,Moldova,N
3524,Moldavian Airlines,MDV,MOLDAVIAN,Moldova,Y
3525,Moldova,MVG,MOLDOVA-STATE,Moldova,N
3526,Mombasa Air Safari,RRV,SKYROVER,Kenya,N
3527,Monarch Airlines,MON,MONARCH,United Kingdom,Y
3528,Monarch Airlines,MNH,MONARCH AIR,United States,N
3529,Myway Airlines,,,Italy,Y
3530,Moncton Flying Club,MFC,EAST WIND,Canada,N
3531,Monde Air Charters,MDB,MONDEAIR CARGO,United Kingdom,N
3532,Monerrey Air Taxi,MTI,MONTERREY AIR,Mexico,N
3533,Monky Aerotaxis,MKY,MONKY,Mexico,N
3534,Montenegro Airlines,MGX,MONTAIR,Montenegro,Y
3535,Montserrat Airways,MNT,MONTSERRAT,Montserrat,N
3536,Mooney Aircraft Corporation,MNY,MOONEY FLIGHT,United States,N
3537,Morningstar Air Express,MAL,MORNINGSTAR,Canada,Y
3538,Morris Air Service,MSS,WASATCH,United States,N
3539,Morrison Flying Service,MRO,MORRISON,United States,N
3540,Moskovia Airlines,GAI,GROMOV AIRLINE,Russia,Y
3541,Mosphil Aero,MPI,MOSPHIL,Philippines,N
3542,Motor Sich,MSI,MOTOR SICH,Ukraine,Y
3543,Mount Cook Airlines,NZM,MOUNTCOOK,New Zealand,N
3544,Mountain Air Cargo,MTN,MOUNTAIN,United States,N
3545,Mountain Air Company,MTC,MOUNTAIN LEONE,Sierra Leone,N
3546,Mountain Air Express,PKP,PIKES PEAK,United States,N
3547,Mountain Air Service,BRR,MOUNTAIN AIR,United States,N
3548,Mountain Bird,MBI,MOUNTAIN BIRD,United States,N
3549,Mountain High Aviation,MHA,MOUNTAIN HIGH,United States,N
3550,Mountain Pacific Air,MPC,MOUNTAIN PACIFIC,Canada,N
3551,Mountain Valley Air Service,MTV,MOUNTAIN VALLEY,United States,N
3552,Mowhawk Airlines,MOW,MOHAWK AIR,United States,N
3553,Mudan Airlines,MDN,,Somali Republic,N
3554,Mudanjiang General Aviation,CMJ,MUDANJIANG,China,N
3555,Multi Taxi,MTX,MULTITAXI,Mexico,N
3556,Multi-Aero,WBR,WEBER,United States,N
3557,Multiflight,MFT,YORKAIR,,N
3558,Murmansk Aircompany,MNZ,MURMAN AIR,Russia,N
3559,Murray Air,MUA,MURRAY AIR,United States,N
3560,Musrata Air Transport,MMR,MUSRATA AIR,Libya,N
3561,Mustique Airways,MAW,MUSTIQUE,Barbados,N
3562,My Way Airlines,MYW,FRANKY,Italy,N
3563,MyTravel Airways,MYT,KESTREL,United Kingdom,Y
3564,Myanma Airways,UBA,UNIONAIR,Myanmar,Y
3565,Myanmar Airways International,MMM,assignment postponed,Myanmar,Y
3566,Myflug,MYA,MYFLUG,Iceland,Y
3567,Mytravel Airways,VKG,VIKING,Denmark,N
3568,NEL Cargo,NLG,NELCARGO,Ivory Coast,N
3569,NHT Lineas Aereas,NHG,HELGA,Brazil,N
3570,NZ Warbirds Association,WAR,WARBIRDS,New Zealand,N
3571,Nacoia Lda,ANL,AIR NACOIA,Angola,N
3572,Nada Air Service,NHZ,NADA AIR,Chad,N
3573,Compangnie Nationale Naganagani,BFN,,Burkina Faso,N
3574,Nahanni Air Services Ltd,NAH,NAHANNI,Canada,N
3575,Nakheel Aviation,NKL,NAKHEEL,United Arab Emirates,N
3576,Namibia Commerical Aviation,MRE,MED RESCUE,Namibia,N
3577,Namibian Defence Force,NDF,NAMIBIAN AIR FORCE,Namibia,N
3578,Nanjing Airlines,CNJ,NINGHANG,China,N
3579,Nantucket Airlines,ACK,ACK AIR,United States,N
3580,Nanyah Aviation,NYA,NANYAH,Israel,N
3581,Napier Air Service Inc,NAP,NAPIER,United States,N
3582,Nas Air,NCM,AIR BANE,Angola,N
3583,Nas Air,,,Mali,N
3584,Nasair,NAS,NASAIRWAYS,Eritrea,Y
3585,Nashville Jet Charters,NJC,NASHVILLE JET,United States,N
3586,Natalco Air Lines,NCO,NATALCO,S,N
3587,Natioanl Air Traffic Controllers Association,NTK,NATCA,United States,N
3588,National Air Charter,NSR,NASAIR,Indonesia,N
3589,National Air Traffic Services,RFI,SHERLOCK,United Kingdom,N
3590,National Airlines,NAN,NATION AIR,United States,N
3591,National Airlines,NCN,,Chile,N
3592,National Airlines,ROK,RED ROCK,United States,N
3593,National Airlines,NAL,NATIONAL,United States,N
3594,National Airlines,KUS,KUSWAG,South Africa,N
3595,National Airways Cameroon,,,Cameroon,N
3596,National Airways Corporation,LFI,AEROMED,South Africa,N
3597,National Aviation Company,GTY,,Egypt,N
3598,National Aviation Consultants,TNC,NATCOM,Canada,N
3599,National Express,NXT,NATIONAL FREIGHT,United States,N
3600,National Grid,GRD,GRID,United Kingdom,N
3601,National Jet Express,JTE,JETEX,Australia,N
3602,National Jet Service,AND,AIR INDIANA,United States,N
3603,National Jet Systems,NJS,NATIONAL JET,Australia,Y
3604,National Oceanic and Atmospheric Administration,NAA,NOAA,United States,N
3605,National Overseas Airlines Company,NOL,NAT AIRLINE,Egypt,N
3606,Nationale Luchtvaartschool,NLS,PANDER,Netherlands,N
3607,Nations Air Express Inc,NAE,NATIONS EXPRESS,United States,N
3608,Nationwide Airlines,NTW,NATIONWIDE,South Africa,Y
3609,Nationwide Airlines (Zambia),NWZ,ZAMNAT,Zambia,N
3610,Natural Environment Research Council,EVM,SCIENCE,United Kingdom,N
3611,Natureair,NRR,NATUREAIR,Costa Rica,N
3612,Naturelink Charter,NRK,NATURELINK,South Africa,N
3613,Nauru Air Corporation,RON,AIR NAURU,Nauru,Y
3614,NAV CANADA,NVC,NAV CAN,Canada,N
3615,Nav Flight Planning,NAV,NAV DISPATCH,Czech Republic,N
3616,Navegacao Aerea De Portugal,NVP,,Portugal,N
3617,Navegacion Servicios Aereos Canarios SA,NAY,NAYSA,Spain,N
3618,Navid,IRI,NAVID,Iran,N
3619,Naviera Mexicana,NVM,NAVIERA,Mexico,N
3620,Navigator Airlines,NVL,NAVLINES,Armenia,N
3621,Navinc Airlines Services,XNV,,United States,N
3622,Navitaire,,,United States,N
3623,Navtech System Support,XNS,,Canada,N
3624,Nayzak Air Transport,NZA,,Libya,N
3625,State of Nebraska,NEB,NEBRASKA,United States,N
3626,Necon Air,NEC,NECON AIR,Nepal,N
3627,Nederlandse Kustwacht,NCG,NETHERLANDS COASTGUARD,Netherlands,N
3628,Nefteyugansk Aviation Division,NFT,NEFTEAVIA,Russia,N
3629,Neiltown Air,NLA,NEILTOWN AIR,Canada,N
3630,Nelair Charters,NLC,NELAIR,South Africa,N
3631,Nelson Aviation College,CGE,COLLEGE,New Zealand,N
3632,Nepal Airlines,RNA,ROYAL NEPAL,Nepal,Y
3633,Neos,NOS,MOONFLOWER,Italy,N
3634,Neosiam Airways,TOX,SKY KINGDOM,Thailand,N
3635,Neric,NSL,NERICAIR,United Kingdom,N
3636,NetJets,EJA,EXECJET,United States,Y
3637,Network Aviation Services,NET,NETWORK,Nigeria,N
3638,New England Air Express,NEZ,ENGAIR,United States,N
3639,New England Airlines,NEA,NEW ENGLAND,United States,Y
3640,New Heights 291,NHT,NEWHEIGHTS,South Africa,N
3641,New World Jet Corporation,NWD,NEW WORLD,United States,N
3642,New York Helicopter,NYH,NEW YORK,United States,N
3643,New York State Police,GRY,GRAY RIDER,United States,N
3644,New Zealand Air Defence Force,KRC,KIWI RESCUE,New Zealand,N
3645,Newair,HVA,HAVEN-AIR,United States,N
3646,Newfoundland Labrador Air Transport,NLT,NALAIR,Canada,N
3647,NextJet,NTJ,NEXTJET,Sweden,Y
3648,Nextflight Aviation,NXF,NEXTFLIGHT,United States,N
3649,Nexus Aviation,NXS,NEXUS AVIATION,Nigeria,N
3650,Nicaraguense De Aviacion,NIS,NICA,Nicaragua,N
3651,Nicon Airways,NCN,NICON AIRWAYS,Nigeria,N
3652,Nigeria Airways,NGA,NIGERIA,Nigeria,N
3653,Nigerian Air Force,NGR,NIGERIAN AIRFORCE,Nigeria,N
3654,Nigerian Global,NGX,AIR GLOBAL,Nigeria,N
3655,Night Express,EXT,EXECUTIVE,Germany,N
3656,Niki,NLY,FLYNIKI,Austria,Y
3657,Nikolaev-Air,NKV,AIR NIKOLAEV,Ukraine,N
3658,Nile Safaris Aviation,NSA,NILE SAFARIS,Sudan,N
3659,Nile Valley Aviation Company,NVA,,Egypt,N
3660,Nile Wings Aviation Services,NLW,NILE WINGS,Sudan,N
3661,Nimbus Aviation,NBS,NIMBUS,United Kingdom,N
3662,Nippon Cargo Airlines,NCA,NIPPON CARGO,Japan,N
3663,Nizhnevartovskavia,NVK,VARTOSKAVIA,Russia,N
3664,Search and Rescue 202,SRG,,United Kingdom,N
3665,Search and Rescue 22,SRD,,United Kingdom,N
3666,No. 32 (The Royal) Squadron RAF,NOH,NORTHOLT,United Kingdom,N
3667,84 Squadron Royal Air Force @ RAF Akrotiri,AKG,GRIFTER,United Kingdom,N
3668,Nobil Air,NBL,NOBIL AIR,Moldova,N
3669,Nok Air,NOK,NOK AIR,Thailand,Y
3670,Nolinor Aviation,NRL,NOLINOR,Canada,N
3671,Nomad Aviation,NMD,NOMAD AIR,Namibia,N
3672,Norcopter,NOC,,Norway,N
3673,Nord-Flyg,NEF,NORDEX,Sweden,N
3674,Nordeste Linhas Aereas Regionais,NES,NORDESTE,Brazil,N
3675,Nordic Regional,NRD,NORTH RIDER,Sweden,N
3676,Nordic Solutions,NVD,NORDVIND,Lithuania,N
3677,Nordstree (Australia),NDS,,Australia,N
3678,Norestair,NRT,NORESTAIR,Spain,N
3679,Norfolk County Flight College,NCF,COUNTY,United Kingdom,Y
3680,Norontair,NOA,NORONTAIR,Canada,N
3681,Norrlandsflyg,HMF,LIFEGUARD SWEDEN,Sweden,N
3682,Norse Air Charter,NRX,NORSE AIR,South Africa,N
3683,Norsk Flyrjeneste,NIR,NORSEMAN,Norway,N
3684,Norsk Helikopter,NOR,NORSKE,Norway,N
3685,Norsk Luftambulanse,DOC,HELIDOC,Norway,N
3686,Nortavia,RTV,TIC-TAC,Portugal,N
3687,North Adria Aviation,NAI,NORTH-ADRIA,Croatia,N
3688,North American Airlines,NTM,NORTHAM,Canada,Y
3689,North American Charters,HMR,HAMMER,Canada,Y
3690,North American Jet Charter Group,NAJ,JET GROUP,United States,N
3691,North Atlantic Air Inc,NAT,MASS AIR,United States,N
3692,North Atlantic Cargo,NFC,NORTH ATLANTIC,Norway,N
3693,North British Airlines,NBN,TEESAIR,United Kingdom,N
3694,North Caribou Flying Service Ltd,NCB,NORTH CARIBOU,Canada,N
3695,North Coast Air Services Ltd,NCC,NORTH COAST,Canada,N
3696,North Coast Aviation,,,Papua New Guinea,N
3697,North Flying,NFA,NORTH FLYING,Denmark,N
3698,North Sea Airways,NRC,NORTH SEA,Netherlands,N
3699,North Star Air Cargo,SBX,SKY BOX,United States,N
3700,North Vancouver Airlines,NRV,NORVAN,Canada,N
3701,North West Airlines,NWW,HALANT,Australia,N
3702,North West Geomatics,PTO,PHOTO,Canada,N
3703,North-East Airlines,NEN,NORTHEAST SWAN,Nigeria,N
3704,North-West Air Transport Company - Vyborg,VBG,VYBORG AIR,Russia,N
3705,North-Wright Airways,NWL,NORTHWRIGHT,Canada,N
3706,Northafrican Air Transport,NLL,NORTHAFRICAN AIR,Libya,N
3707,Northaire Feight Lines,NFL,GREAT LAKES,United States,N
3708,Northamptonshire School of Flying,NSF,NORTON,United Kingdom,N
3709,Northcoast Executive Airlines,NCE,TOP HAT,United States,N
3710,Northeast Airlines,NEE,NORTHEAST,United States,N
3711,Northeast Aviation,NPX,NORTHEAST EXPRESS,United States,N
3712,Northern Air Cargo,NAC,YUKON,United States,N
3713,Northern Airlines Sanya,BYC,BEIYA,China,N
3714,Northern Airways,NDA,NORTHERN DAKOTA,United States,N
3715,Northern Aviation Service,CMU,LANNA AIR,Thailand,N
3716,Northern Dene Airways,,,Canada,Y
3717,Northern Executive Aviation,NEX,NEATAX,United Kingdom,N
3718,Northern Illinois Commuter,NIC,ILLINOIS COMMUTER,United States,N
3719,Northern Jet Management,NTX,NORTAX,United States,N
3720,Northern Thunderbird Air,NTA,THUNDERBIRD,Canada,N
3721,Northland Aviation,KOE,KOKEE,United States,N
3722,Northstar Aviation,NSS,NORTHSTAR,United States,N
3723,Northumbria Helicopters,NHL,NORTHUMBRIA,United Kingdom,N
3724,Northway Aviation Ltd,NAL,NORTHWAY,Canada,N
3725,Northwest Aero Associates,NWE,,United States,N
3726,Northwest Airlines,NWA,NORTHWEST,United States,Y
3727,Northwest Regional Airlines,NWR,,Australia,N
3728,Northwest Territorial Airways,NWT,TERRITORIAL,Canada,N
3729,Northwestern Air,PLR,POLARIS,Canada,Y
3730,Northwinds Northern,NWN,NORTHWINDS,Canada,N
3731,Nortland Air Manitoba,NAM,MANITOBA,Canada,N
3732,Norwegian Air Shuttle,NAX,NOR SHUTTLE,Norway,Y
3733,Norwegian Aviation College,TFN,SPRIT,Norway,Y
3734,Notams International,XNT,,United States,N
3735,Nouvel Air Tunisie,LBT,NOUVELAIR,Tunisia,Y
3736,Nova Airline,NOV,NOVANILE,Sudan,N
3737,Nova Scotia Department of Lands and Forests,PTR,PATROL,Canada,N
3738,Novair,NVR,NAVIGATOR,Sweden,Y
3739,Novogorod Air Enterprise,NVG,SADKO AVIA,Russia,N
3740,Novosibirsk Aircraft Repairing Plant,NSP,NARPAIR,Russia,N
3741,Novosibirsk Aviaenterprise,NBE,NAKAIR,Russia,N
3742,Novosibirsk Aviation Production Association,NPO,NOVSIB,Russia,N
3743,Noy Aviation,NOY,NOY AVIATION,Israel,N
3744,Nuevo Continente,ACQ,AERO CONTINENTE,Peru,N
3745,Nuevo Horizonte Internacional,NHR,NUEVO HORIZONTE,Mexico,N
3746,Nunasi-Central Airlines,NUN,NUNASI,Canada,N
3747,Nurman Avia Indopura,NIN,NURVINDO,Indonesia,N
3748,Nyasa Express,NYS,NYASA,Malawi,N
3749,Nas Air,KNE,NAS EXPRESS,Saudi Arabia,Y
3750,O Air,OCN,O-BIRD,France,N
3751,O'Connor Airlines,OCM,OCONNOR,Australia,N
3752,OAG,,,United Kingdom,N
3753,OSACOM,JPA,J-PAT,United States,N
3754,Oasis Hong Kong Airlines,OHK,OASIS,Hong Kong,Y
3755,Ocean Air,BCN,BLUE OCEAN,Mauritania,Y
3756,Ocean Airlines,VCX,OCEANCARGO,Italy,N
3757,Ocean Sky (UK),OCS,OCEANSKY,United Kingdom,N
3758,Ocean Wings Commuter Service,TUK,TUCKERNUCK,United States,N
3759,Oceanair,ONE,OCEANAIR,Brazil,Y
3760,Oceanic Airlines,,,Guinea,Y
3761,Odessa Airlines,ODS,ODESSA AIR,Ukraine,N
3762,Odyssey International,ODY,ODYSSEY,Canada,N
3763,Office Federal De'Aviation Civile,FOC,FOCA,Switzerland,N
3764,Ogooue Air Cargo,GBO,,Gabon,N
3765,Okada Airlines,OKJ,OKADA AIR,Nigeria,N
3766,Okapi Airways,OKP,OKAPI,Democratic Republic of Congo,N
3767,Okay Airways,OKA,OKAYJET,China,N
3768,Oklahoma Department of Public Safety,OKL,OKLAHOMA,United States,N
3769,Olimex Aerotaxi,OLX,OLIMEX,Czech Republic,N
3770,Olimp Air,KVK,PONTA,Kazakhstan,N
3771,Olympic Airlines,OAL,OLYMPIC,Greece,Y
3772,Olympic Aviation,OLY,OLAVIA,Greece,N
3773,Oman Air,OMA,OMAN AIR,Oman,Y
3774,Oman Royal Flight,ORF,OMAN,Oman,N
3775,Omni - Aviacao e Tecnologia,OAV,OMNI,Portugal,N
3776,Omni Air International,OAE,OMNI-EXPRESS,United States,Y
3777,Omniflys,OMF,OMNIFLYS,Mexico,N
3778,Omskavia Airline,OMS,OMSK,Russia,N
3779,On Air Limited,ORL,ON AIR,Canada,N
3780,One Two Go Airlines,OTG,THAI EXPRESS,Thailand,Y
3781,Onetime Airlines Zambia,OTM,ZEDTIME,Zambia,N
3782,Ontario Ministry of Health,MED,MEDICAL,Canada,N
3783,Onur Air,OHY,ONUR AIR,Turkey,Y
3784,Opal Air,OPA,,Australia,N
3785,Open Sky Aviation,OSA,,Lebanon,N
3786,OpenSkies,BOS,MISTRAL,United Kingdom,N
3787,Operadora Turistica Aurora,ORR,TURISTICA AURORA,Mexico,N
3788,Operadora de Lineas Ejecutivas,OLE,OPERADORA,Mexico,N
3789,Operadora de Transportes Aereos,OTP,OPERADORA AEREO,Mexico,N
3790,Operadora de Veulos Ejectutivos,OPV,OPERADORA DE VUELOS,Mexico,N
3791,Operation Enduring Freedom,LLO,APOLLO,Canada,N
3792,Operational Aviation Services,OAX,,Australia,N
3793,Orange Air Services,ORD,ORANGE SERVICES,Sierra Leone,N
3794,Orange Air Sierra Leone,ORJ,ORANGE SIERRA,Sierra Leone,N
3795,Orange Aviation,ORE,ORANGE AVIATION,Israel,N
3796,Orbit Express Airlines,ORX,OREX,Turkey,N
3797,Orca Air,ORK,ORCA TAXI,Egypt,N
3798,Orebro Aviation,BUE,BLUELIGHT,Sweden,N
3799,Orel State Air Enterprise,ORM,ORPRISE,Russia,N
3800,Orenburg Airlines,ORB,ORENBURG,Russia,Y
3801,Organizacion De Transportes Aereos,OTA,ORGANIZACION,Mexico,N
3802,Organizacoes Mambra,OML,MAMBRA,Angola,N
3803,Orient Air,OVV,ORIENTSYR,Syrian Arab Republic,N
3804,Orient Airlines,OTR,ORIENTROC,Sudan,N
3805,Orient Airways,ORN,ORIENT LINER,Pakistan,N
3806,Orient Thai Airlines,OEA,ORIENT THAI,Thailand,Y
3807,Oriental Air Bridge,NGK,ORIENTAL BRIDGE,Japan,N
3808,Oriental Airlines,OAC,ORIENTAL AIR,Nigeria,N
3809,Origin Pacific Airways,OGN,ORIGIN,New Zealand,Y
3810,Orion Air Charter,OED,ORION CHARTER,South Africa,N
3811,Orion-x,OIX,ORIONIX,Russia,N
3812,Orlan-2000,KOV,ORLAN,Kazakhstan,N
3813,Ornage Aircraft Leasing,RNG,ORANGE,Netherlands,N
3814,Orscom Tourist Installations Company,OAD,ORSCOM,Egypt,N
3815,Osh Avia,OSH,OSH AVIA,Kyrgyzstan,N
3816,Ostend Air College,OCO,AIR COLLEGE,Belgium,N
3817,Ostfriesische Lufttransport,OLT,OLTRA,Germany,Y
3818,Oulun Tilauslento,FNL,FINN FLIGHT,Finland,N
3819,Our Airline,RON,OUR AIRLINE,Nauru,N
3820,Out Of The Blue Air Safaris,OOT,OOTBAS,South Africa,N
3821,Overland Airways,OLA,OVERLAND,Nigeria,Y
3822,Oxaero,OXE,OXOE,United Kingdom,N
3823,Oxford Air Services,WDK,WOODSTOCK,United Kingdom,N
3824,Oxley Aviation,OAA,,Australia,N
3825,Ozark Air Lines,OZR,OZARK,United States,N
3826,Ozjet Airlines,OZJ,AUSJET,Australia,Y
3827,P & P Floss Pick Manufacturers,KTL,KNOTTSBERRY,South Africa,N
3828,PAC Air,PCR,PACAIR,United States,N
3829,PAN Air,PNR,SKYJET,Spain,Y
3830,PB Air,PBA,PEEBEE AIR,Thailand,Y
3831,PDQ Air Charter,PDQ,DISPATCH,United States,N
3832,PHH Aviation System,XAS,,United States,N
3833,PLM Dollar Group,PDG,OSPREY,United Kingdom,N
3834,PLUNA,PUA,PLUNA,Uruguay,Y
3835,PMTair,PMT,MULTITRADE,Cambodia,Y
3836,PRT Aviation,PRP,PRONTO,Spain,N
3837,PSA Airlines,JIA,BLUE STREAK,United States,N
3838,PTL Luftfahrtunternehemen,KST,KING STAR,Germany,N
3839,Paccair,WIS,WISCAIR,United States,N
3840,Pace Airlines,PCE,PACE,United States,N
3841,Pacific Air Boats,PAB,AIR BOATS,Canada,N
3842,Pacific Air Charter,PRC,PACIFIC CHARTER,United States,N
3843,Pacific Air Express,PCF,PACIFIC EXPRESS,United States,N
3844,Pacific Air Transport,PXP,PAK EXPRESS,United States,N
3845,Jetstar Pacific,PIC,PACIFIC AIRLINES,Vietnam,Y
3846,Pacific Alaska Airlines,PAK,PACIFIC ALASKA,United States,N
3847,Pacific Aviation (Australia),PCV,PACAV,Australia,N
3848,Pacific Aviation (United States),PCX,,United States,N
3849,Pacific Blue,PBN,BLUEBIRD,New Zealand,N
3850,Pacific Coast Airlines,PQA,SAGE BRUSH,United States,N
